Manx,English
Albinish Reesht,
,
,"Following a national survey in Scotland, Comunn na Gàidhlig has produced a valuable report on provision for adults learning Gaelic."
,
"Ayns y teihll Gaelagh nish, ta shin cur niart geill da'n Albinish. Cha nhyrrys as ny reddyn ta goll er ayns Nalbin ec y traa t'ayn. Myr sampleyr, ta'n chellveeish er ngeddyn nuy millioon punt ry-hoi jannoo claareyn ayns Gaelg Albinagh. As ta sheshaght feer vreeoil ayn rish tammylt enmyssit Comunn na Gàidhlig ta jannoo reddyn nagh row An Comunn Gàidhealach abyl jannoo.",
"Nurree, hug Comunn na Gàidhlig magh skeeal mooar dy chur ayns clou ny v'ad er ngeddyn magh mychione brastyllyn Albinish son sleih aasit ayns Nalbin. Ren y Comunn 'rannsachadh naiseanta' (ronsaghey ashoonagh) mysh ny brastyllyn shoh. Ta'n skeeal shoh ayns daa ayrn, y derrey ayrn mychione ynseyderyn as yn jeh elley mychione ynseydee.",
Shoh ny reddyn va feddynit magh liorish y ronsaghey shoh.,
"Bentyn rish ny ynseyderyn, ta'n chooid smoo jeu eddyr 35 as 50 bleeaney dy eash.",
"She ynseyderyn profeshoonagh y possan smoo mastey ny ynseyderyn Albinish ta gynsaghey y chengey da sleih aasit. Dy-dooghyssagh, ta ny ynseyderyn Albinish graihagh er y chengey as shen y fa t'ad goll er as ad gobbraghey fo doilleeid mooar car y traa.",
"She genney stoo-ynsee y red smoo ta lhiettal ny brastyllyn. As y stoo-ynsee ta ry-gheddyn, ta ram jeh moal dy-liooar. Erskyn ooilley, cha nel stoo-lhaih dy liooar ayn. Ta bunnys nane as jees jeh ny ynseyderyn ayns feme jeh traenal. Lhisagh claare-traenal fondagh ve currit fo raad, as, ec y traa cheddin, lhisagh stoo ynsee cooie goll er croo as ve currit er-e-hoshiaght.",
Cha nel brastyllyn gobbraghey ry cheilley dy-mennick as ta reddyn goll er jannoo ny veggan as ny veggan car y traa. As (red cadjin) t'eh doillee dy gholl er-e hoshiaght er yn oyr dy vel ynseydee noa eginit gobbraghey marish ynseydee cliaghtit syn un vrastyl. ,
"Ta bunnys ooilley ny brastyllyn croghey er argid veih lughtyn-reill ynnydagh. Dy beagh yn argid shoh er ny lhiettal, yioghe ny brastyllyn baase.",
"Ta sleih dy-liooar ayns foayr jeh cur teishtyn-ynsee da ynseydee ta cosney ad, ga dy vel paart dy 'leih slane noi shoh. As ta ny ynseyderyn smooinaghtyn nagh vel ny pabyryn, yn radio as y chellveeish cooney lesh yn chengey myr lhisagh ad.",
"Bentyn rish ny ynseydee, hooar Comunn na Gàidhlig 760 freggyrtyn. Va 42% jeu er nynsaghey paart dy Albinish hannah.",
Va red goll rish 33% goaill toshiaght dy ynsaghey. As va 16% er veeiteil rish loayrtee dooghyssagh. Va ynseydee dy liooar gaccan dy-lajer nagh row loayrtee dooghyssagh arryltagh dy chooney lhieu. Va kuse jeh ny 'dooghyssee' eer jannoo craid mysh eabyn ny ynseydee! ,
"Va 72% jeh ny ynseydee gynsaghey Albinish kyndagh rish anaase persoonagh sy chengey, as 21% kyndagh rish anaase ayns chengaghyn ooilley cooidjagh. Va red goll rish 50 gra dy row ad gynsaghey Gaelg Albinagh dy gheddyn kiartey: shoh red noa. Dooyrt ymmodee ynseydee dy row eh aggairagh nagh dod ad gynsaghey Albinish ayns ny scoillyn hie ad huggey. Va ny scoillyn er 'vailleil'. Dooyrt kuse dy ynseydee dy row ad greesit liorish spyrryd Somhairle Mac Lean as y possan kiaullee Run Rig dy ynsaghey yn chengey. Dimraa ram ynseydee yn kiaulleeaght as ny arraneyn as ny enmyn-buill myr oyryn dy ynsaghey Albinish.",
Va paart dy vummigyn as jishigyn gra dy row ad gynsaghey er y fa dy row nyn baitchyn ayns unnidyn-Albinish ec y scoill.,
"Son y chooid smoo, va sleih feddyn magh mychione brastyllyn trooid ny pabyryn-naight 'nastee', erskyn ooilley ayns ny ard-valjyn. Va sleih gra nagh dooar ad monney fys veih stashoonyn radio. Cha nel fys dy-liooar ry-gheddyn aashagh dy-liooar mychione brastyllyn.",
"Oddagh loayrtee dooghyssagh cur ny smoo cooney da ny ynseydee liorish prowal dy haraghey flaaoilid ny ynseydee, myr sampleyr. Dy beagh loayrtee dooghyssagh abyl as arryltagh dy chur shilley beg er brastyl ennagh nish as reesht veagh eh foaysagh.",
"Va ynseydee gaccan dy-mennick nagh row scansh dy-liooar currit da'n chengey loayrit. As va kuse currit er-shaghryn, beggan, ec anchaslyssyn syn aght-screeuee ayns teksyn. Red elley, va sleih ennagh coontey paart jeh'n stoo-ynsee dy ve ro chostal (myr sampleyr, stoo-ynsee 'Gàidhlig Bheo'). Ny keayrtyn, va lioaryn ry-gheddyn fegooish tapeyn as ny keayrtyn, beign da coorseyn goaill toshiaght fegooish stoo-ynsee. Bentyn rish fockleyryn, va ynseydee coontey ad dy ve mie dy-liooar. Agh v'ad gra dy row ny fockleyryn ass-date as nagh row stoo noa ayndaue. Va fockleyr Mac Lerlnan y fer share, v'ad gra.",
"Son shickyrys, ta ram jeh'n stoo shoh yn un red as ta ry-gheddyn ayns Mannin (as buill elley). S'treih lhiam nagh vodmayd gaccan mychione ny loayrtee dooghyssagh.",
,
Orree Crennell,
